Scraping 9241 pages for video carousel components, in batches of 8
 This will result in 1156 batches.
"timestamp","batch","index","URL","videoURL","Error"
"Mon, 10 Feb 2020 18:02:30 GMT","2","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/materials-consultancy/process-modelling-and-simulation","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:30 GMT","2","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/materials-consultancy/polymers-and-nanocomposites","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:30 GMT","2","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/materials-consultancy/product-development","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:30 GMT","2","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/materials-consultancy/software-and-hardware-for-industry","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:30 GMT","2","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/materials-consultancy/industrial-inspection","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:30 GMT","2","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/materials-consultancy/materials-modelling-and-complex-flows","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:42 GMT","3","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/materials-consultancy/experiment-paint-testing","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:44 GMT","3","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/funding-opportunities/innovate-uk-competitions","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:44 GMT","3","1","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/materials-consultancy/engineering-seo","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:44 GMT","3","7","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/about-us/psychosocial-oncology","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:44 GMT","3","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/materials-consultancy/crevice-corrosion","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:44 GMT","3","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/funding-opportunities/knowledge-transfer-partnerships","//www.youtube.com/embed/9m23fTxjjVU?hd=1&amp;rel=0&amp;autohide=1&amp;showinfo=0&amp;fs=0&enablejsapi=1&origin=https%3A%2F%2Fwww.shu.ac.uk",""
"Mon, 10 Feb 2020 18:02:45 GMT","3","0","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/materials-consultancy/engineering-expert-witness-services","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:47 GMT","3","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/commercial-services/materials-consultancy/friction-and-wear-testing","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:57 GMT","4","4","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/about-us/health-sector-service-design-service-transformation-and-service-evaluation","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:57 GMT","4","0","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/about-us/maternal-infant-and-reproductive-health","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:57 GMT","4","5","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/our-expertise/motivational-interviewing","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:57 GMT","4","1","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/about-us/public-health-and-health-inequalities","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:57 GMT","4","3","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/about-us/health-economics-and-statistical-modelling","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:57 GMT","4","2","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/about-us/behaviour-change","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:58 GMT","4","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/advanced-coatings/pvd-coating-development","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:02:58 GMT","4","6","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/our-expertise/health-care-and-service-delivery-research","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:07 GMT","5","1","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/our-expertise/clinical-and-public-health-science-research","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:08 GMT","5","4","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/clients/macmillan-cancer-support","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:08 GMT","5","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/novel-scanning-electrochemical-technologies-for-mapping-defects-in-organic-coatings","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:08 GMT","5","2","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/our-expertise/universal-wellbeing","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:08 GMT","5","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/life-cycle-asset-management","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:08 GMT","5","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/accelerated-environmental-corrosion-tests","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:08 GMT","5","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/ceramics-and-glass/associated-staff","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:08 GMT","5","0","https://www.shu.ac.uk/research/specialisms/health-and-social-care-research/what-we-do/our-expertise/maternal-and-child-health-research-and-reviews","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:18 GMT","6","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/liquid-metal-embrittlement-in-the-arc-brazing-of-stainless-steel","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:19 GMT","6","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/arc-brazing-of-stainless-steel-to-stainless-steel-and-galvanised-mild-steel","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:19 GMT","6","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/metals-and-metallic-coatings","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:19 GMT","6","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/dc-electrochemical-techniques","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:19 GMT","6","1","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/testing-services","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:19 GMT","6","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/localised-corrosion-techniques","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:19 GMT","6","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/impedance-spectroscopy","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:19 GMT","6","0","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/understanding-the-failure-mechanisms-of-coatings-on-contaminated-steel-substrates","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:28 GMT","7","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/infrastructure-management/raman-spectroscopy-and-esem-images-of-class-g-oilwell-cement","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:29 GMT","7","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/high-temperature-testing","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:29 GMT","7","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/automation-and-robotics/robot-tool-positioning-and-alignment","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:29 GMT","7","1","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/investigation-and-characterisation-of-corrosion-mechanism","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:29 GMT","7","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hipims/pvd-coating-by-hipims","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:29 GMT","7","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hipims/coating-substrate-adhesion-enhancement","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:29 GMT","7","0","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/corrosion-and-structural-integrity/novel-joining-techniques","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:29 GMT","7","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hipims/hipims-process-development-plasma-diagnostics-and-pilot-production","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:39 GMT","8","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hipims/plasma-diagnostics","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:39 GMT","8","1","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hipims/arc-discharge","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:39 GMT","8","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hallam-energy/energy-recovery","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:40 GMT","8","0","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hipims/coating-testing","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:40 GMT","8","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hallam-energy/environmentally-friendly-catalysts-for-the-conversion-of-renewable-limonene-feedstocks","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:40 GMT","8","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hipims/icis-development","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:40 GMT","8","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hipims/interface-microstructure-engineering-hipims-enhancement-adhesion","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:40 GMT","8","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hipims/coating-characterisation","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:49 GMT","9","1","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hallam-energy/energy-in-buildings","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:49 GMT","9","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hallam-energy/visual-control","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:49 GMT","9","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hallam-energy/thermal-management","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:50 GMT","9","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hallam-energy/power-generation","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:50 GMT","9","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hallam-energy/low-cost-thin-film-solar-cell","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:50 GMT","9","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hallam-energy/sustainable-materials-sustainable-buildings","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:50 GMT","9","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hallam-energy/innovative-construction-materials","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:50 GMT","9","0","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hallam-energy/testimonials","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:59 GMT","10","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/viewfinder","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:03:59 GMT","10","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/miniman","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:00 GMT","10","0","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/hallam-energy/lean-manufacture","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:00 GMT","10","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/robotic-evolutionary-self-programming-and-self-assembling-organisms","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:00 GMT","10","1","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/iswarm-intelligent-small-world-autonomous-robots-for-micro-manipulation","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:00 GMT","10","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/miniaturised-cooperative-robots-advancing-towards-the-nano-range","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:00 GMT","10","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/guardians-project","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:00 GMT","10","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/medical-image-processing-and-visualisation","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:14 GMT","11","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/motion-models-of-mobile-robots","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:14 GMT","11","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/providing-accurate-ways-of-monitoring-childrens-respiration","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:14 GMT","11","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/breatheasy-project","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:14 GMT","11","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/dementia-and-robots","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:15 GMT","11","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/creating-new-methods-of-diagnosing-bone-disease-in-children","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:15 GMT","11","0","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/the-reins-project","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:17 GMT","11","1","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/engineering-project-could-lead-to-robotic-guide-dogs","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:17 GMT","11","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/elastomers-project","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:41 GMT","12","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/materials-analysis/raman-spectroscopy-of-pure-clinker-phases","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:41 GMT","12","1","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/human-robot-interaction","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:41 GMT","12","0","https://www.shu.ac.uk/research/specialisms/national-centre-of-excellence-for-food-engineering/what-we-do/work-with-us/work-with-our-students","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:41 GMT","12","3","https://www.shu.ac.uk/research/specialisms/national-centre-of-excellence-for-food-engineering/what-we-do/skills-and-study/guest-lecture-programme","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:41 GMT","12","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/materials-analysis/an-analysis-of-the-statistical-fatigue-behaviour-of-single-and-multi-spot-welded-joints","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:41 GMT","12","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/materials-analysis/raman-spectroscopy-of-cement-hydration-of-pure-clinkers","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:41 GMT","12","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/materials-analysis/raman-spectroscopy-of-white-portland-cement","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:04:41 GMT","12","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/automation-and-robotics/smart-interactive-technologies","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:01 GMT","13","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/polymers-and-nanocomposites/polymerclay-nanocomposites-for-packaging-sustainpack","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:01 GMT","13","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/polymers-and-nanocomposites/fire-retardant-claypolymer-nanocomposites-surefire","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:01 GMT","13","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/polymers-and-nanocomposites/polymerclay-nanocomposites-for-packaging-flexpakrenew","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:01 GMT","13","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/polymers-and-nanocomposites/molecular-modelling-of-nanocomposite-packaging-materials","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:01 GMT","13","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/polymers-and-nanocomposites/oilfield-chemistry-controlling-sand-production","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:01 GMT","13","1","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/materials-analysis/raman-spectroscopy-of-cement-pure-synthetic-csh","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:01 GMT","13","0","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/polymers-and-nanocomposites/the-use-of-confocal-raman-microspectroscopy-in-depth-profiling-polymer-films","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:01 GMT","13","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/polymers-and-nanocomposites/thermoplastic-claypolymer-nanocomposites-pronacom","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:14 GMT","14","0","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/polymers-and-nanocomposites/fire-retardant-unsaturated-polyester-nanocomposites","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:14 GMT","14","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/hipims/plasma-investigations-of-the-hipims-discharge-industrial-funding","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:15 GMT","14","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/hipims/high-power-impulse-magnetron-sputtering","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:15 GMT","14","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/hipims/innovatial","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:15 GMT","14","1","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/hipims/nanocomposite-films","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:15 GMT","14","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/hipims/pvd-plasma-characterisation-of-the-abs-plasma-environment","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:15 GMT","14","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/hipims/raman-spectroscopy-of-pvd-coatings","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:15 GMT","14","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/hipims/fundamentals-and-applications-of-hipims-epsrc-grant","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:25 GMT","15","2","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/materials-modelling-and-complex-flows/simulation-of-supramolecular-structures","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:25 GMT","15","0","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/hipims/droplet-free-metal-ion-sources-for-pvd-coating-production","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:25 GMT","15","3","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/materials-modelling-and-complex-flows/computer-simulation-of-liquid-crystals","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:25 GMT","15","1","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/infrastructure-management/an-expert-system-for-optimal-repair-and-management","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:26 GMT","15","7","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/advanced-coatings/pvd-interface-studies","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:26 GMT","15","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/materials-modelling-and-complex-flows/applications-of-fluid-flow-modelling","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:26 GMT","15","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/materials-modelling-and-complex-flows/multi-component-fluid-flow-lattice-boltzmann-method","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:26 GMT","15","6","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/expertise/materials-modelling-and-complex-flows/the-lattice-boltzmann-method","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:38 GMT","16","4","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/advanced-coatings/lppn-low-pressure-plasma-nitriding","","ELEMENT NOT FOUND"
"Mon, 10 Feb 2020 18:05:39 GMT","16","5","https://www.shu.ac.uk/research/specialisms/materials-and-engineering-research-institute/what-we-do/projects/advanced-coatings/barrier-materials-based-on-pvoh","","ELEMENT NOT FOUND"
